name,temp_final,dif_final,cluster
Methanococcoides burtonii,21,0,1
Methanococcoides methylutens,30,0,1
Methanococcoides sp.,31,6,1
Methanococcoides vulcani,25,0,1
Methanococcus aeolicus,38.5,1.5,2
Methanococcus maripaludis,37,0,2
Methanococcus sp.,60,0,3
Methanococcus vannielii,35,0,2
Methanococcus voltae,32.5,2.833333333,2
Methanocorpusculum bavaricum,37,0,2
Methanocorpusculum labreanum,37,0,2
Methanocorpusculum parvum,36,1,2
Methanocorpusculum sinense,30,0,1
Methanoculleus bourgensis,37,0,2
Methanoculleus chikugoensis,28,0,1
Methanoculleus horonobensis,37,0,2
Methanoculleus marisnigri,32.5,4.5,2
Methanoculleus palmolei,37,0,2
Methanoculleus receptaculi,50,0,2
Methanoculleus sp.,37,0,2
Methanoculleus submarinus,37,0,2
Methanoculleus thermophilus,55,0,3
Methanofollis aquaemaris,37,0,2
Methanofollis ethanolicus,37,0,2
Methanofollis formosanus,37,0,2
Methanofollis liminatans,37,0,2
Methanofollis tationis,37,0,2
Methanogenium boonei,15,0,1
Methanogenium cariaci,21,0,1
Methanogenium frigidum,15,0,1
Methanogenium marinum,22,0,1
Methanogenium organophilum,30,0,1
Methanogenium sp.,37,0,2
Methanohalobium evestigatum,50,0,2
Methanohalobium sp.,37,0,2
Methanohalophilus euhalobius,37,0,2
Methanohalophilus halophilus,30,0,1
Methanohalophilus levihalophilus,35,0,2
Methanohalophilus mahii,37,0,2
Methanohalophilus portucalensis,37,0,2
Methanohalophilus sp.,37,0,2
Methanolacinia paynteri,37,0,2
Methanolinea mesophila,37,0,2
Methanolinea tarda,50,0,2
Methanolobus bombayensis,35,0,2
Methanolobus chelungpuianus,37,0,2
Methanolobus oregonensis,37,0,2
Methanolobus profundi,30,0,1
Methanolobus taylorii,37,0,2
Methanolobus tindarius,25,0,1
Methanolobus vulcani,37,0,2
Methanolobus zinderi,37,0,2
Methanomassiliicoccus luminyensis,37,0,2
Methanomethylovorans hollandica,37,0,2
Methanomethylovorans thermophila,50,0,2
Methanomethylovorans uponensis,35,0,2
Methanomicrobium mobile,37,0,2
Methanomonas methylovora subsp. methylovora,30,0,1
Methanomonas methylovora subsp. thiaminophila,30,0,1
Methanoplanus endosymbiosus,30,0,1
Methanoplanus limicola,30,0,1
Methanoplanus petrolearius,37,0,2
Methanopyrus kandleri,98,0,3
Methanoregula boonei,28,0,1
Methanoregula formicica,30,0,1
Methanosaeta harundinacea,37,0,2
Methanosaeta pelagica,30,0,1
Methanosalsum zhilinae,41,4,2
Methanosarcina acetivorans,37,0,2
Methanosarcina baltica,20,0,1
Methanosarcina barkeri,35,1.5,2
Methanosarcina horonobensis,37,0,2
Methanosarcina lacustris,22.5,2.5,1
Methanosarcina mazei,37,1.153846154,2
Methanosarcina siciliae,37,0.666666667,2
Methanosarcina soligelidi,28,0,1
Methanosarcina sp.,37,8.555555556,2
Methanosarcina spelaei,30,0,1
Methanosarcina thermophila,50,2,2
Methanosarcina vacuolata,37,0,2
Methanosphaera cuniculi,37,0,2
Methanosphaera stadtmanae,37,0,2
Methanosphaerula palustris,28,0,1
Methanospirillum hungatei,37,0,2
Methanospirillum lacunae,30,0,1
Methanospirillum stamsii,30,0,1
Methanothermobacter crinale,65,0,3
Methanothermobacter defluvii,60,0,3
Methanothermobacter marburgensis,65,0,3
Methanothermobacter tenebrarum,70,0,3
Methanothermobacter thermautotrophicus,60,2.5,3
Methanothermobacter thermoflexus,55,0,3
Methanothermobacter thermophilus,60,0,3
Methanothermobacter wolfeii,60,0,3
Methanothermococcus okinawensis,65,0,3
Methanothermococcus thermolithotrophicus,65,0,3
Methanothermus fervidus,80,1,3
Methanothermus sociabilis,88,0,3
Methanothrix soehngenii,35,0,2
Methanothrix thermoacetophila,60,1.666666667,3
Methanotorris formicicus,70,0,3
Methanotorris igneus,85,0,3
Methermicoccus shengliensis,65,0,3
Methylobacillus arboreus,29,0,1
Methylobacillus flagellatus,30,0,1
Methylobacillus fructoseoxidans,28,0,1
Methylobacillus glycogenes,30,0,1
Methylobacillus gramineus,29,0,1
Methylobacillus pratensis,28,0,1
Methylobacillus sp.,30,0.666666667,1
Methylobacterium adhaesivum,28,0,1
Methylobacterium aerolatum,30,0,1
Methylobacterium aminovorans,30,0,1
Methylobacterium aquaticum,28,0,1
Methylobacterium brachiatum,28,3,1
Methylobacterium brachythecii,28,0,1
Methylobacterium bullatum,28,0,1
Methylobacterium cerastii,26.5,1.5,1
Methylobacterium dankookense,25,0,1
Methylobacterium extorquens,30,1,1
Methylobacterium fujisawaense,30,0,1
Methylobacterium gnaphalii,28,0,1
Methylobacterium goesingense,28,0,1
Methylobacterium gregans,28,0,1
Methylobacterium haplocladii,28,0,1
Methylobacterium hispanicum,28,0,1
Methylobacterium iners,30,0,1
Methylobacterium isbiliense,28,0,1
Methylobacterium komagatae,28,0,1
Methylobacterium longum,28,0,1
Methylobacterium marchantiae,28,0,1
Methylobacterium mesophilicum,26,0,1
Methylobacterium organophilum,30,0,1
Methylobacterium oryzae,28,0,1
Methylobacterium oxalidis,28,0,1
Methylobacterium persicinum,28,0,1
Methylobacterium phyllosphaerae,28,0,1
Methylobacterium podarium,37,0,2
Methylobacterium radiotolerans,26,0,1
Methylobacterium rhodesianum,30,0.666666667,1
Methylobacterium rhodinum,30,0,1
Methylobacterium soli,28,0,1
Methylobacterium sp.,28,0.25,1
Methylobacterium suomiense,28,0,1
Methylobacterium tardum,28,0,1
Methylobacterium tarhaniae,28,0,1
Methylobacterium thiocyanatum,30,0,1
Methylobacterium thuringiense,26.5,1.5,1
Methylobacterium variabile,28,0,1
Methylobacterium zatmanii,30,0,1
Methylocapsa acidiphila,22,0,1
Methylocapsa aurea,28,0,1
Methyloceanibacter caenitepidi,35,0,2
Methylocella silvestris,25,0,1
Methylocella tundrae,20,0,1
Methylocystis bryophila,22,0,1
Methylocystis heyeri,20,0,1
Methylocystis hirsuta,28,0,1
Methylocystis rosea,25,0,1
Methyloferula stellata,23,0,1
Methylogaea oryzae,30,0,1
Methylohalobius crimeensis,30,0,1
Methylohalomonas lacus,28,0,1
Methyloligella halotolerans,28,0,1
Methyloligella solikamskensis,28,0,1
Methylomarinovum caldicuralii,45,0,2
Methylomarinum vadi,37,0,2
Methylomicrobium alcaliphilum,28,0,1
Methylomicrobium kenyense,28,0,1
Methylomonas methanica,28,0,1
Methylomonas paludis,25,0,1
Methylonatrum kenyense,28,0,1
Methylophaga alcalica,30,0,1
Methylophaga frappieri,28,0,1
Methylophaga lonarensis,28,0,1
Methylophaga marina,28,0,1
Methylophaga nitratireducenticrescens,28,0,1
Methylophaga sulfidovorans,25,0,1
Methylophaga thalassica,28,0,1
Methylophaga thiooxydans,28,0,1
Methylophilus flavus,28,0,1
Methylophilus glucosoxydans,28,0,1
Methylophilus leisingeri,30,0,1
Methylophilus luteus,28,0,1
Methylophilus methylotrophus,33.5,3.5,2
Methylopila capsulata,29,1,1
Methylopila helvetica,29,1,1
Methylopila jiangsuensis,28,0,1
Methylopila musalis,28,0,1
Methylopila oligotropha,28,0,1
Methylorosula polaris,20,0,1
Methylosarcina fibrata,30,0,1
Methylosarcina quisquiliarum,30,0,1
Methylosinus sp.,28,0,1
Methylosinus sporium,28,0,1
Methylosoma difficile,20,0,1
Methylotenera mobilis,30,0,1
Methylotenera versatilis,25,0,1
Methylothermus subterraneus,55,0,3
Methyloversatilis universalis,28,0.5,1
Methylovirgula ligni,25,0,1
Methylovorus glucosotrophus,30,0,1
Methylovorus mays,28,0,1
Methylovorus menthalis,28,0,1
Methylovorus sp.,30,0,1
Methylovulum miyakonense,28,0,1
Metschnikowia pulcherrima,25,1.25,1
Metschnikowia reukaufii,25,0,1
Metschnikowia zobellii,25,0,1
Meyerozyma guilliermondii,25,0,1
Microaerobacter geothermalis,50,0,2
Microascus trigonosporus,28,0,1
Microbacterium aerolatum,28,0,1
Microbacterium agarici,28,0,1
Microbacterium amylolyticum,28,0,1
Microbacterium aoyamense,28,0,1
Microbacterium aquimaris,28,0,1
Microbacterium arabinogalactanolyticum,30,0,1
Microbacterium arborescens,30,0,1
Microbacterium arthrosphaerae,28,0,1
Microbacterium assamensis,28,0,1
Microbacterium aurantiacum,30,0,1
Microbacterium aurum,30,0,1
Microbacterium awajiense,28,0,1
Microbacterium azadirachtae,28,0,1
Microbacterium barkeri,30,0,1
Microbacterium binotii,28,0,1
Microbacterium chocolatum,28,0,1
Microbacterium dextranolyticum,30,0,1
Microbacterium esteraromaticum,30,0,1
Microbacterium flavescens,26,0,1
Microbacterium flavum,28,0,1
Microbacterium fluvii,28,0,1
Microbacterium foliorum,28,0,1
Microbacterium ginsengisoli,28,0,1
Microbacterium ginsengiterrae,28,0,1
Microbacterium gubbeenense,28,0,1
Microbacterium halotolerans,28,0,1
Microbacterium hatanonis,28,0,1
Microbacterium hominis,30,0,1
Microbacterium humi,28,0,1
Microbacterium hydrocarbonoxydans,28,0,1
Microbacterium immunditiarum,28,0,1
Microbacterium imperiale,30,0,1
Microbacterium indicum,28,0,1
Microbacterium insulae,28,0,1
Microbacterium invictum,28,0,1
Microbacterium keratanolyticum,30,0,1
Microbacterium ketosireducens,30,0,1
Microbacterium kitamiense,28,0,1
Microbacterium koreense,28,0,1
Microbacterium kribbense,28,0,1
Microbacterium lacticum,30,0.666666667,1
Microbacterium lacus,28,0,1
Microbacterium laevaniformans,30,0,1
Microbacterium lemovicicum,28,0,1
Microbacterium lindanitolerans,28,0,1
Microbacterium liquefaciens,30,0,1
Microbacterium luteolum,30,0,1
Microbacterium luticocti,28,0,1
Microbacterium mangrovi,28,0,1
Microbacterium marinilacus,28,0,1
Microbacterium marinum,28,0,1
Microbacterium maritypicum,28,0,1
Microbacterium mitrae,28,0,1
Microbacterium murale,28,0,1
Microbacterium natoriense,28,0,1
Microbacterium neimengense,28,0,1
Microbacterium oleivorans,28,0,1
Microbacterium oryzae,28,0,1
Microbacterium oxydans,30,0,1
Microbacterium paludicola,28,0,1
Microbacterium paraoxydans,37,3.6,2
Microbacterium phyllosphaerae,28,0,1
Microbacterium profundi,28,0,1
Microbacterium pseudoresistens,28,0,1
Microbacterium pumilum,28,0,1
Microbacterium pygmaeum,28,0,1
Microbacterium radiodurans,28,0,1
Microbacterium resistens,30,0,1
Microbacterium saccharophilum,28,0,1
Microbacterium saperdae,30,0,1
Microbacterium schleiferi,30,0,1
Microbacterium sediminicola,28,0,1
Microbacterium sediminis,28,0,1
Microbacterium soli,28,0,1
Microbacterium sp.,28,1.2,1
Microbacterium suwonense,28,0,1
Microbacterium terrae,30,0,1
Microbacterium terregens,26,0,1
Microbacterium testaceum,30,0,1
Microbacterium thalassium,28,0,1
Microbacterium trichothecenolyticum,30,0,1
Microbacterium ulmi,28,0,1
Microbacterium xylanilyticum,28,0,1
Microbacterium yannicii,28,0,1
Microbispora amethystogenes,37,0,2
Microbispora corallina,28,0,1
Microbispora griseoalba,28,0,1
Microbispora hainanensis,28,0,1
Microbispora mesophila,37,0,2
Microbispora rosea subsp. aerata,37,4.333333333,2
Microbispora rosea subsp. rosea,28,0.818181818,1
Microbispora siamensis,28,0,1
Microbotryum saponariae,22,0,1
Microbotryum scorzonerae,20,0,1
Microbotryum violaceum,20,0,1
Microbulbifer agarilyticus,30,0,1
Microbulbifer elongatus,20,0,1
Microbulbifer epialgicus,28,0,1
Microbulbifer hydrolyticus,28,0,1
Microbulbifer taiwanensis,28,0,1
Microbulbifer thermotolerans,42,0,2
Microcella alkaliphila,35,0,2
Microcella putealis,35,0,2
Micrococcus aloeverae,28,0,1
Micrococcus cohnii,28,0,1
Micrococcus endophyticus,28,0,1
Micrococcus flavus,28,0,1
Micrococcus lactis,30,0,1
Micrococcus luteus,28,0.317073171,1
Micrococcus lylae,28,2.25,1
Micrococcus sp.,28,0,1
Micrococcus terreus,28,0,1
Micrococcus yunnanensis,28,0,1
Microdochium bolleyi,24,0,1
Microdochium nivale,15,0,1
Microdochium nivale var. majus,15,0,1
Microlunatus aurantiacus,28,0,1
Microlunatus cavernae,28,0,1
Microlunatus ginsengisoli,28,0,1
Microlunatus panaciterrae,28,0,1
Microlunatus parietis,28,0,1
Microlunatus phosphovorus,30,0,1
Microlunatus soli,28,0,1
Microlunatus terrae,28,0,1
Micromonospora aurantiaca,37,3,2
Micromonospora auratinigra,28,0,1
Micromonospora avicenniae,28,0,1
Micromonospora carbonacea,28,0,1
Micromonospora chaiyaphumensis,28,0,1
Micromonospora chalcea,28,0,1
Micromonospora chersina,28,0,1
Micromonospora chokoriensis,28,0,1
Micromonospora citrea,28,0,1
Micromonospora coerulea,28,0,1
Micromonospora coriariae,28,0,1
Micromonospora coxensis,28,0,1
Micromonospora cremea,28,0,1
Micromonospora eburnea,28,0,1
Micromonospora echinaurantiaca,28,0,1
Micromonospora echinofusca,28,0,1
Micromonospora echinospora,28,0,1
Micromonospora endolithica,28,0,1
Micromonospora equina,28,0,1
Micromonospora fulviviridis,28,0,1
Micromonospora haikouensis,28,0,1
Micromonospora halophytica,28,0,1
Micromonospora halotolerans,28,0,1
Micromonospora humi,28,0,1
Micromonospora inositola,28,0,1
Micromonospora inyonensis,28,0,1
Micromonospora jinlongensis,28,0,1
Micromonospora kangleipakensis,28,0,1
Micromonospora krabiensis,28,0,1
Micromonospora lupini,28,0,1
Micromonospora marina,28,0,1
Micromonospora maritima,28,0,1
Micromonospora matsumotoense,28,0,1
Micromonospora mirobrigensis,28,0,1
Micromonospora narathiwatensis,28,0,1
Micromonospora nigra,26,0,1
Micromonospora olivasterospora,28,0,1
Micromonospora pallida,26,0,1
Micromonospora pattaloongensis,28,0,1
Micromonospora peucetia,28,0,1
Micromonospora pisi,28,0,1
Micromonospora polyrhachis,28,0,1
Micromonospora purpureochromogenes,27,1,1
Micromonospora rhizosphaerae,28,0,1
Micromonospora rifamycinica,28,0,1
Micromonospora rosaria,28,0,1
Micromonospora saelicesensis,28,0.75,1
Micromonospora sagamiensis,28,0,1
Micromonospora sagamiensis subsp. flava,28,0,1
Micromonospora sagamiensis subsp. nonreducans,28,0,1
Micromonospora sagamiensis subsp. sagamiensis,28,0,1
Micromonospora schwarzwaldensis,28,0,1
Micromonospora sediminicola,28,0,1
Micromonospora siamensis,28,0,1
Micromonospora sonneratiae,28,0,1
Micromonospora sp.,28,0.507042254,1
Micromonospora tulbaghiae,28,0,1
Micromonospora viridifaciens,28,0,1
Micromonospora wenchangensis,28,0,1
Micromonospora yangpuensis,28,0,1
Micromonospora zamorensis,28,0,1
Micropolyspora sp.,28,0,1
Micropruina glycogenica,30,0,1
Microscilla marina,22,0,1
Microscilla sp.,25,0,1
Microsporum audouinii,30,0,1
Microsporum canis,30,0,1
Microsporum gypseum,25,0,1
Microstroma juglandis,20,0,1
Microterricola viridarii,28,0,1
Microtetraspora fusca,28,0,1
Microtetraspora glauca,37,0,2
Microtetraspora malaysiensis,28,0,1
Microtetraspora niveoalba,37,0,2
Microtetraspora sp.,28,0,1
Microvirga aerilata,28,0,1
Microvirga aerophila,28,0,1
Microvirga subterranea,40,0,2
Microvirgula aerodenitrificans,29,1,1
Millerozyma farinosa,28,2,1
Millisia brevis,28,0,1
Mitrophora semilibera,25,0,1
Mitsuokella jalaludinii,37,0,2
Mitsuokella multacida,37,0,2
Mobilicoccus pelagius,25,0,1
Mobilitalea sibirica,37,0,2
Mobiluncus curtisii,37,0,2
Mobiluncus curtisii subsp. curtisii,37,0,2
Mobiluncus curtisii subsp. holmesii,37,0,2
Mobiluncus mulieris,37,0,2
Modestobacter marinus,28,0,1
Modestobacter multiseptatus,20,0,1
Modestobacter roseus,28,0,1
Modestobacter sp.,28,0,1
Modestobacter versicolor,28,0,1
Moellerella wisconsensis,37,0,2
Mogibacterium timidum,37,0,2
Monacrosporium eudermatum,24,0,1
Monascus pilosus,25,0,1
Monascus purpureus,28,0,1
Monascus ruber,28,0,1
Monilia brunnea,24,0,1
Monilia pruinosa,22,0,1
Moniliella acetoabutens,22,0,1
Moniliella suaveolens,24,0,1
Moniliella suaveolens var. nigra,24,0,1
Monilinia fructigena,24.5,0.5,1
Moniliophthora perniciosa,25,0,1
Monodictys nigrosperma,22,0,1
Monostichella robergei,22,0,1
Moorella glycerini,60,0,3
Moorella humiferrea,65,0,3
Moorella mulderi,62,0,3
Moorella stamsii,60,0,3
Moorella thermoacetica,55,2.142857143,3
Moorella thermoautotrophica,57.5,2.5,3
Moraxella atlantae,37,0,2
Moraxella boevrei,37,0,2
Moraxella bovis,37,2.333333333,2
Moraxella bovoculi,37,0,2
Moraxella canis,37,0,2
Moraxella caprae,37,0,2
Moraxella catarrhalis,37,0,2
Moraxella caviae,37,0,2
Moraxella cuniculi,37,0,2
Moraxella equi,30,0,1
Moraxella lacunata,30,0,1
Moraxella lincolnii,37,0,2
Moraxella nonliquefaciens,37,0,2
Moraxella oblonga,37,0,2
Moraxella osloensis,29,2.75,1
Moraxella ovis,30,0,1
Moraxella pluranimalium,37,0,2
Moraxella porci,37,0,2
Morchella angusticeps,25,0,1
Morchella conica,25,0,1
Morchella crassipes,25,0.666666667,1
Morchella elata,25,0,1
Morchella esculenta,25,0.875,1
Morchella spongiola,25,0.666666667,1
Morganella morganii subsp. morganii,37,0,2
Morganella morganii subsp. sibonii,37,0,2
Morganella psychrotolerans,28,0,1
Moritella dasanensis,10,0,1
Moritella japonica,10,0,1
Moritella sp.,5,0,1
Moritella viscosa,15,0,1
Morococcus cerebrosus,37,0,2
Mortierella isabellina,24,0,1
Mortierella polycephala,24,0,1
Mortierella ramanniana,24,0,1
Mortierella vinacea,30,0,1
Mortierella zonata,24,0,1
Moryella indoligenes,37,0,2
Motilibacter peucedani,28,0,1
Motilibacter rhizosphaerae,28,0,1
Mrakia frigida,12,1,1
Mrakia gelida,15,0,1
Mrakiella cryoconiti,15,0,1
Mucilaginibacter gracilis,25,0,1
Mucilaginibacter oryzae,28,0,1
Mucilaginibacter paludis,25,0,1
Mucor amphibiorum,25,0,1
Mucor circinelloides,24,0.333333333,1
Mucor circinelloides var. griseocyanus,24,0,1
Mucor flavus,20,0,1
Mucor fuscus,20,0,1
Mucor hiemalis,20,1.333333333,1
Mucor inaequisporus,20,0,1
Mucor indicus,30,0,1
Mucor mucedo,20,0,1
Mucor piriformis,15,0,1
Mucor plasmaticus,20,0,1
Mucor plumbeus,20,0,1
Mucor racemosus,20,0,1
Mucor sinensis,20,0,1
Mucor sp.,25,0,1
Mucor tuberculisporus,24,0,1
Mucor variisporus,30,0,1
Mumia flava,28,0,1
Murdochiella asaccharolytica,37,0,2
Muricauda antarctica,28,0,1
Muricauda ruestringensis,30,0,1
Muricauda zhangzhouensis,28,0,1
Muriicola jejuensis,28,0,1
Murinocardiopsis flavida,28,0,1
Musicillium theobromae,24,0,1
Mutinus caninus,20,0,1
Mutinus elegans,23,0,1
Myceligenerans crystallogenes,28,0,1
Myceligenerans halotolerans,30,0,1
Myceligenerans xiligouense,28,0,1
Myceliophthora lutea,30,0,1
Myceliophthora thermophila,45,0,2
Mycena citrinomarginata,20,0,1
Mycena crocata,25,0,1
Mycena epipterygia,25,0,1
Mycena polygramma,25,0,1
Mycena tintinnabulum,22,0,1
Mycetocola lacteus,28,0,1
Mycetocola reblochoni,28,0,1
Mycetocola saprophilus,28,0,1
Mycetocola tolaasinivorans,28,0,1
Mycobacterium abscessus subsp. abscessus,37,2.25,2
Mycobacterium abscessus subsp. bolletii,37,0,2
Mycobacterium aemonae,28,0,1
Mycobacterium agri,37,0,2
Mycobacterium aichiense,37,0,2
Mycobacterium algericum,37,0,2
Mycobacterium angelicum,28,0,1
Mycobacterium arabiense,28,0,1
Mycobacterium aromaticivorans,28,0,1
Mycobacterium arosiense,37,0,2
Mycobacterium arupense,37,0,2
Mycobacterium asiaticum,37,0,2
Mycobacterium aubagnense,37,0,2
Mycobacterium aurum,37,2.571428571,2
Mycobacterium austroafricanum,37,0,2
Mycobacterium avium subsp. avium,37,0,2
Mycobacterium avium subsp. paratuberculosis,37,0,2
Mycobacterium avium subsp. silvaticum,37,0,2
Mycobacterium bacteremicum,37,0,2
Mycobacterium boenickei,37,0,2
Mycobacterium bohemicum,37,0,2
Mycobacterium botniense,45,0,2
Mycobacterium bouchedurhonense,28,0,1
Mycobacterium bourgelatii,37,0,2
Mycobacterium bovis,37,0,2
Mycobacterium branderi,37,0,2
Mycobacterium brisbanense,37,0,2
Mycobacterium brumae,37,0,2
Mycobacterium canariasense,37,0,2
Mycobacterium celatum,37,0,2
Mycobacterium chelonae subsp. chelonae,37,1.5,2
Mycobacterium chelonae subsp. niacinogenes,37,0,2
Mycobacterium chimaera,37,0,2
Mycobacterium chitae,37,0,2
Mycobacterium chlorophenolicum,28,0,1
Mycobacterium chubuense,37,0,2
Mycobacterium colombiense,37,0,2
Mycobacterium conceptionense,32.5,4.5,2
Mycobacterium confluentis,37,0,2
Mycobacterium conspicuum,37,0,2
Mycobacterium cookii,28,0,1
Mycobacterium cosmeticum,37,0,2
Mycobacterium crocinum,37,0,2
Mycobacterium diernhoferi,37,0,2
Mycobacterium doricum,37,0,2
Mycobacterium duvalii,37,0,2
Mycobacterium elephantis,37,0,2
Mycobacterium engbaekii,37,0,2
Mycobacterium europaeum,37,0,2
Mycobacterium fallax,37,0,2
Mycobacterium farcinogenes,37,0,2
Mycobacterium flavescens,37,0,2
Mycobacterium florentinum,37,0,2
Mycobacterium fluoranthenivorans,37,0,2
Mycobacterium fortuitum subsp. acetamidolyticum,37,0,2
Mycobacterium fortuitum subsp. fortuitum,37,0.071428571,2
Mycobacterium fragae,37,0,2
Mycobacterium frederiksbergense,28,0,1
Mycobacterium gadium,37,0,2
Mycobacterium gastri,37,0,2
Mycobacterium gilvum,37,2.5,2
Mycobacterium gordonae,37,0,2
Mycobacterium hackensackense,37,0,2
Mycobacterium haemophilum,30,0,1
Mycobacterium hassiacum,37,0,2
Mycobacterium heckeshornense,45,2.666666667,2
Mycobacterium heidelbergense,37,0,2
Mycobacterium heraklionense,37,0,2
Mycobacterium hiberniae,37,0,2
Mycobacterium hodleri,28,0,1
Mycobacterium holsaticum,37,0,2
Mycobacterium houstonense,37,0,2
Mycobacterium immunogenum,37,0,2
Mycobacterium insubricum,37,0,2
Mycobacterium interjectum,37,0,2
Mycobacterium intermedium,37,0,2
Mycobacterium intracellulare,37,2.25,2
Mycobacterium iranicum,37,0,2
Mycobacterium kansasii,37,0.692307692,2
Mycobacterium komossense,37,0,2
Mycobacterium koreense,37,0,2
Mycobacterium kubicae,37,0,2
Mycobacterium kumamotonense,37,0,2
Mycobacterium kyorinense,37,0,2
Mycobacterium lacus,37,0,2
Mycobacterium lentiflavum,37,0,2
Mycobacterium litorale,37,0,2
Mycobacterium llatzerense,28,0,1
Mycobacterium longobardum,37,0,2
Mycobacterium madagascariense,34,3,2
Mycobacterium mageritense,37,0,2
Mycobacterium malmoense,37,0,2
Mycobacterium manitobense,37,0,2
Mycobacterium mantenii,37,0,2
Mycobacterium marinum,28,1.5,1
Mycobacterium marseillense,28,0,1
Mycobacterium minnesotense,28,0,1
Mycobacterium monacense,37,0,2
Mycobacterium montefiorense,25,0,1
Mycobacterium moriokaense,37,0,2
Mycobacterium mucogenicum,37,0,2
Mycobacterium murale,37,0,2
Mycobacterium nebraskense,37,0,2
Mycobacterium neoaurum,37,0,2
Mycobacterium neworleansense,37,0,2
Mycobacterium nonchromogenicum,37,0,2
Mycobacterium noviomagense,37,0,2
Mycobacterium novocastrense,37,0,2
Mycobacterium obuense,37,0,2
Mycobacterium pallens,28,0,1
Mycobacterium palustre,37,0,2
Mycobacterium paraffinicum,37,0,2
Mycobacterium parafortuitum,37,0,2
Mycobacterium parakoreense,37,0,2
Mycobacterium parascrofulaceum,37,0,2
Mycobacterium paraseoulense,37,0,2
Mycobacterium parmense,37,0,2
Mycobacterium peregrinum,37,0,2
Mycobacterium petroleophilum,37,0,2
Mycobacterium phlei,37,0.636363636,2
Mycobacterium phocaicum,37,0,2
Mycobacterium porcinum,37,0,2
Mycobacterium poriferae,37,0,2
Mycobacterium pseudoshottsii,25,0,1
Mycobacterium psychrotolerans,37,0,2
Mycobacterium pulveris,37,0,2
Mycobacterium pyrenivorans,28,0,1
Mycobacterium ratisbonense,37,0,2
Mycobacterium rhodesiae,37,0,2
Mycobacterium riyadhense,37,0,2
Mycobacterium rufum,28,0,1
Mycobacterium rutilum,28,0,1
Mycobacterium salmoniphilum,28,0,1
Mycobacterium saskatchewanense,37,0,2
Mycobacterium scrofulaceum,37,0,2
Mycobacterium sediminis,28,0,1
Mycobacterium senegalense,37,0,2
Mycobacterium senuense,37,0,2
Mycobacterium seoulense,37,0,2
Mycobacterium septicum,37,0,2
Mycobacterium setense,37,0,2
Mycobacterium sherrisii,37,0,2
Mycobacterium shimoidei,37,0,2
Mycobacterium simiae,37,0,2
Mycobacterium smegmatis,37,0,2
Mycobacterium sp.,36,3.875,2
Mycobacterium sphagni,37,0,2
Mycobacterium stomatepiae,28,0,1
Mycobacterium szulgai,37,0,2
Mycobacterium terrae,37,0,2
Mycobacterium thermoresistibile,41,4,2
Mycobacterium tokaiense,37,0,2
Mycobacterium triplex,37,0,2
Mycobacterium triviale,37,0,2
Mycobacterium tusciae,37,0,2
Mycobacterium vaccae,37,0,2
Mycobacterium vanbaalenii,30,0,1
Mycobacterium vulneris,37,0,2
Mycobacterium xenopi,37,0,2
Mycobacterium yongonense,37,0,2
Mycobacterium yunnanensis,28,0,1
Mycocentrospora acerina,20,0,1
Mycogone perniciosa,21,0,1
Mycoplana dimorpha,30,0,1
Mycoplana ramosa,30,0,1
Mycoplasma adleri,37,0,2
Mycoplasma arginini,37,0,2
Mycoplasma arthritidis,37,0,2
Mycoplasma bovirhinis,37,0,2
Mycoplasma bovis,37,0,2
Mycoplasma bovoculi,37,0,2
Mycoplasma californicum,37,0,2
Mycoplasma cottewii,37,0,2
Mycoplasma dispar,37,0,2
Mycoplasma fastidiosum,37,0,2
Mycoplasma feriruminatoris,37,0,2
Mycoplasma fermentans,37,0,2
Mycoplasma gallinarum,37,0,2
Mycoplasma gallisepticum,37,0,2
Mycoplasma genitalium,37,0,2
Mycoplasma hominis,37,0,2
Mycoplasma hyorhinis,37,0,2
Mycoplasma lagogenitalium,37,0,2
Mycoplasma leachii,37,0,2
Mycoplasma meleagridis,37,0,2
Mycoplasma microti,37,0,2
Mycoplasma mycoides subsp. capri,37,0,2
Mycoplasma neophronis,37,0,2
Mycoplasma orale,37,0,2
Mycoplasma penetrans,37,0,2
Mycoplasma pneumoniae,37,0,2
Mycoplasma pulmonis,37,0,2
Mycoplasma sp.,37,0,2
Mycoplasma sturni,37,0,2
Mycoplasma sualvi,37,0,2
Mycoplasma synoviae,37,0,2
Mycoplasma yeatsii,37,0,2
Mycosphaerella pinodes,24,0,1
Mycosphaerella punctiformis,22,0,1
Mycotypha africana,27,0,1
Myroides guanonis,28,0,1
Myroides marinus,28,0,1
Myroides odoratus,30,0,1
Myroides phaeus,28,0,1
Myroides profundi,15,0,1
Myrothecium roridum,24,0,1
Myrothecium verrucaria,24,0,1
Myxococcus fulvus,28,0.018867925,1
Myxococcus stipitatus,28,0.083333333,1
Myxococcus virescens,28,0.02259887,1
Myxococcus xanthus,28,0.069565217,1
Nadsonia fulvescens var. elongata,20,0,1
Naemacyclus fimbriatus,22,0,1
Naemacyclus minor,22,0,1
Naemacyclus niveus,22,0,1
Naemospora strobi,22,0,1
Nakamurella flavida,25,0,1
Nakamurella lactea,28,0,1
Nakamurella multipartita,28,0,1
Nakamurella panacisegetis,25,0,1
Nakazawaea holstii,25,0,1
Nalanthamala diospyri,26,0,1
Nalanthamala vermoesenii,24,0,1
Nannocystis exedens subsp. aggregans,28,0.051282051,1
