ksize,stride,n_layers,n_hid,drop_mult,wd,moms,emb_sz,bptt,lrate,bs,accuracy
1,1,3,576,1.0,0.001,"(0.98, 0.9)",104,150,0.005,1024,0.3079822063446045
1,1,3,1152,1.0,0.1,"(0.8, 0.7)",104,150,0.01,512,0.002301277592778206
1,1,4,576,0.1,0.001,"(0.8, 0.7)",104,125,0.005,1024,0.2525193691253662
1,1,2,1152,1.0,0.1,"(0.98, 0.9)",128,150,0.01,1024,0.3276295959949493
1,1,3,1152,1.0,0.001,"(0.98, 0.9)",128,100,0.002,512,0.3530895709991455
1,1,4,1152,1.0,0.001,"(0.98, 0.9)",56,150,0.002,512,0.3164626955986023
1,1,2,1152,1.0,0.001,"(0.8, 0.7)",128,150,0.01,1024,0.33272042870521545
1,1,4,1152,0.1,0.01,"(0.8, 0.7)",104,150,0.005,512,0.2524623572826385
1,1,4,576,0.1,0.01,"(0.98, 0.9)",56,125,0.002,512,0.3099178373813629
1,1,3,576,1.0,0.0001,"(0.98, 0.9)",56,150,0.002,512,0.31598183512687683
1,1,4,1152,1.0,0.01,"(0.98, 0.9)",56,150,0.01,512,0.2525430917739868
1,1,4,1152,0.1,0.0001,"(0.9, 0.8)",128,100,0.002,1024,0.2525697350502014
1,1,4,1152,1.0,0.01,"(0.8, 0.7)",56,125,0.002,1024,0.2525181472301483
1,1,3,576,1.0,0.1,"(0.8, 0.7)",56,125,0.005,512,0.34812504053115845
1,1,2,1152,0.1,0.001,"(0.98, 0.9)",128,100,0.002,1024,0.3345288336277008
1,1,2,576,0.1,0.1,"(0.9, 0.8)",56,100,0.005,1024,0.3300962746143341
1,1,2,1152,1.0,0.0001,"(0.8, 0.7)",104,150,0.01,512,0.32706889510154724
1,1,3,576,0.1,0.01,"(0.8, 0.7)",104,150,0.005,1024,0.3146345317363739
1,1,2,576,0.1,0.0001,"(0.9, 0.8)",56,100,0.01,1024,0.34444287419319153
1,1,2,576,0.1,0.01,"(0.8, 0.7)",56,100,0.01,512,0.3537396192550659
1,1,3,576,0.1,0.1,"(0.8, 0.7)",128,125,0.002,512,0.3498295247554779
1,1,3,1152,1.0,0.01,"(0.8, 0.7)",104,150,0.005,1024,0.002297247294336557
1,1,3,1152,1.0,0.01,"(0.9, 0.8)",104,150,0.005,512,0.252446711063385
1,1,2,1152,1.0,0.0001,"(0.8, 0.7)",104,150,0.01,1024,0.3412069082260132
1,1,4,576,0.1,0.01,"(0.9, 0.8)",104,150,0.005,1024,0.2872269153594971
1,1,3,1152,0.1,0.01,"(0.98, 0.9)",128,125,0.005,1024,0.2523075044155121
1,1,2,576,1.0,0.1,"(0.9, 0.8)",56,100,0.01,512,0.35403308272361755
1,1,3,576,1.0,0.01,"(0.98, 0.9)",56,150,0.002,1024,0.3017886579036713
1,1,4,1152,1.0,0.01,"(0.8, 0.7)",128,100,0.005,512,0.25244760513305664
1,1,4,1152,1.0,0.1,"(0.8, 0.7)",56,125,0.005,1024,0.2525182664394379
1,1,3,1152,1.0,0.0001,"(0.98, 0.9)",104,100,0.01,512,0.35741207003593445
1,1,2,576,1.0,0.0001,"(0.9, 0.8)",104,100,0.005,1024,0.3363394141197205
1,1,4,576,0.1,0.001,"(0.98, 0.9)",128,150,0.002,1024,0.2818460166454315
1,1,4,1152,0.1,0.1,"(0.9, 0.8)",104,150,0.01,1024,0.2524184584617615
1,1,2,1152,1.0,0.01,"(0.9, 0.8)",128,100,0.002,1024,0.3340783417224884
1,1,2,1152,0.1,0.1,"(0.8, 0.7)",128,125,0.002,1024,0.3313781321048737
1,1,4,576,0.1,0.001,"(0.9, 0.8)",56,150,0.002,512,0.30373141169548035
1,1,2,576,1.0,0.1,"(0.8, 0.7)",104,150,0.002,1024,0.3280332684516907
1,1,2,1152,1.0,0.001,"(0.8, 0.7)",128,125,0.005,512,0.35128098726272583
1,1,2,576,1.0,0.1,"(0.8, 0.7)",56,125,0.005,512,0.3484712243080139
1,1,4,576,0.1,0.1,"(0.8, 0.7)",104,125,0.002,512,0.3322502076625824
1,1,4,576,1.0,0.01,"(0.98, 0.9)",104,150,0.01,1024,0.2525427937507629
1,1,2,576,1.0,0.0001,"(0.8, 0.7)",104,100,0.002,512,0.3478003144264221
1,1,3,576,0.1,0.01,"(0.98, 0.9)",104,125,0.005,512,0.3566784560680389
1,1,4,576,1.0,0.01,"(0.98, 0.9)",104,150,0.01,512,0.2525348961353302
1,1,3,576,0.1,0.01,"(0.98, 0.9)",56,150,0.002,1024,0.3078289330005646
1,1,4,576,1.0,0.001,"(0.9, 0.8)",104,100,0.01,1024,0.2524912357330322
1,1,3,576,0.1,0.01,"(0.8, 0.7)",56,100,0.005,512,0.35531947016716003
1,1,2,1152,0.1,0.0001,"(0.9, 0.8)",104,150,0.01,512,0.3535009324550629
1,1,4,1152,0.1,0.0001,"(0.98, 0.9)",128,100,0.01,512,0.002301276894286275
1,1,3,576,0.1,0.001,"(0.8, 0.7)",104,125,0.002,1024,0.3188292384147644
1,1,2,1152,0.1,0.1,"(0.8, 0.7)",128,125,0.01,512,0.3559662103652954
1,1,3,1152,0.1,0.0001,"(0.98, 0.9)",128,125,0.002,512,0.35206353664398193
1,1,3,576,1.0,0.0001,"(0.98, 0.9)",128,125,0.005,512,0.3536961078643799
1,1,2,576,1.0,0.1,"(0.9, 0.8)",104,125,0.005,1024,0.33252203464508057
1,1,2,576,0.1,0.001,"(0.98, 0.9)",56,125,0.002,512,0.344420850276947
1,1,3,1152,0.1,0.0001,"(0.98, 0.9)",128,100,0.01,512,0.25296470522880554
1,1,4,576,1.0,0.001,"(0.98, 0.9)",128,150,0.005,512,0.2981346547603607
1,1,4,1152,1.0,0.01,"(0.9, 0.8)",128,125,0.01,1024,0.2524018883705139
1,1,2,576,0.1,0.01,"(0.98, 0.9)",128,100,0.005,512,0.35767945647239685
1,1,2,576,0.1,0.0001,"(0.8, 0.7)",104,150,0.002,512,0.3356300890445709
1,1,4,1152,1.0,0.0001,"(0.8, 0.7)",56,150,0.01,512,0.2545357346534729
1,1,2,576,0.1,0.01,"(0.98, 0.9)",56,150,0.01,512,0.34729915857315063
1,1,4,1152,0.1,0.0001,"(0.98, 0.9)",56,150,0.002,512,0.2524496614933014
1,1,3,1152,1.0,0.0001,"(0.98, 0.9)",56,125,0.002,512,0.344036877155304
1,1,2,576,0.1,0.1,"(0.9, 0.8)",128,150,0.002,512,0.3431228697299957
1,1,2,576,0.1,0.0001,"(0.9, 0.8)",128,100,0.005,512,0.35673996806144714
1,1,2,1152,0.1,0.001,"(0.8, 0.7)",56,125,0.002,1024,0.3275754451751709
1,1,2,1152,0.1,0.001,"(0.98, 0.9)",104,100,0.002,512,0.3535120189189911
1,1,3,1152,1.0,0.001,"(0.9, 0.8)",104,125,0.002,1024,0.3226809799671173
1,1,4,1152,0.1,0.001,"(0.9, 0.8)",104,125,0.01,1024,0.2525182664394379
1,1,4,576,0.1,0.1,"(0.98, 0.9)",104,150,0.005,1024,0.2524184584617615
1,1,3,1152,1.0,0.01,"(0.9, 0.8)",104,150,0.002,512,0.3467240333557129
1,1,4,1152,1.0,0.0001,"(0.8, 0.7)",104,125,0.005,512,0.0023059374652802944
1,1,2,576,1.0,0.01,"(0.8, 0.7)",104,125,0.005,1024,0.3337337374687195
1,1,4,1152,0.1,0.0001,"(0.98, 0.9)",56,125,0.002,1024,0.2542523443698883
1,1,2,576,0.1,0.1,"(0.98, 0.9)",128,125,0.01,512,0.3578906357288361
1,1,4,1152,1.0,0.01,"(0.98, 0.9)",56,125,0.002,1024,0.30431345105171204
1,1,4,576,0.1,0.001,"(0.9, 0.8)",104,150,0.01,1024,0.2524184584617615
1,1,3,1152,0.1,0.0001,"(0.9, 0.8)",104,100,0.002,512,0.3561960458755493
1,1,2,1152,0.1,0.1,"(0.9, 0.8)",56,100,0.01,512,0.25298503041267395
1,1,4,1152,1.0,0.1,"(0.98, 0.9)",56,150,0.005,1024,0.2525452971458435
1,1,2,576,0.1,0.01,"(0.98, 0.9)",104,125,0.005,1024,0.3343731164932251
1,1,2,576,0.1,0.001,"(0.8, 0.7)",56,150,0.01,512,0.3428709805011749
1,1,2,1152,1.0,0.1,"(0.9, 0.8)",104,125,0.005,1024,0.333384245634079
1,1,4,576,0.1,0.0001,"(0.98, 0.9)",56,100,0.002,1024,0.2545306086540222
1,1,3,1152,0.1,0.01,"(0.98, 0.9)",56,100,0.005,512,0.2525430917739868
1,1,2,1152,0.1,0.01,"(0.98, 0.9)",104,125,0.01,1024,0.3468393683433533
1,1,4,576,1.0,0.001,"(0.9, 0.8)",56,100,0.002,1024,0.30336928367614746
1,1,2,1152,1.0,0.001,"(0.8, 0.7)",128,125,0.01,512,0.3497474789619446
1,1,3,576,1.0,0.0001,"(0.9, 0.8)",128,100,0.005,512,0.3561062514781952
1,1,3,576,1.0,0.0001,"(0.9, 0.8)",128,150,0.002,512,0.32841023802757263
1,1,3,1152,1.0,0.001,"(0.8, 0.7)",128,100,0.005,1024,0.2520013153553009
1,1,4,576,0.1,0.1,"(0.98, 0.9)",56,125,0.01,512,0.2524023354053497
1,1,3,1152,1.0,0.0001,"(0.98, 0.9)",128,125,0.01,512,0.3167968690395355
1,1,2,1152,1.0,0.0001,"(0.98, 0.9)",56,150,0.005,1024,0.324686735868454
1,1,3,1152,0.1,0.01,"(0.8, 0.7)",104,100,0.002,1024,0.3169630467891693
1,1,2,1152,1.0,0.01,"(0.8, 0.7)",104,150,0.002,512,0.33478131890296936
1,1,4,1152,0.1,0.1,"(0.98, 0.9)",104,150,0.002,512,0.3299770355224609
1,1,4,1152,0.1,0.01,"(0.9, 0.8)",104,125,0.002,512,0.25238749384880066
1,1,4,576,1.0,0.01,"(0.98, 0.9)",56,125,0.002,1024,0.2524024844169617
1,1,4,576,1.0,0.1,"(0.8, 0.7)",56,125,0.002,1024,0.29779720306396484
1,1,4,1152,0.1,0.0001,"(0.8, 0.7)",56,100,0.01,512,0.25244712829589844
1,1,4,1152,1.0,0.01,"(0.98, 0.9)",104,100,0.002,512,0.35112357139587397
1,1,4,1152,0.1,0.1,"(0.9, 0.8)",56,150,0.01,512,0.2525430917739868
1,1,4,576,0.1,0.1,"(0.8, 0.7)",128,150,0.01,1024,0.2524207830429077
1,1,4,576,0.1,0.01,"(0.98, 0.9)",128,125,0.005,1024,0.2525182664394379
1,1,2,1152,1.0,0.001,"(0.9, 0.8)",128,100,0.002,1024,0.33344390988349915
1,1,3,576,1.0,0.0001,"(0.9, 0.8)",128,100,0.002,512,0.3522182404994965
1,1,4,576,1.0,0.001,"(0.8, 0.7)",128,125,0.01,512,0.3419557809829712
1,1,4,576,0.1,0.1,"(0.98, 0.9)",128,100,0.005,512,0.3562076389789581
1,1,4,1152,0.1,0.001,"(0.9, 0.8)",104,100,0.01,512,0.2525430917739868
1,1,2,1152,0.1,0.1,"(0.9, 0.8)",56,100,0.01,1024,0.347856879234314
1,1,2,1152,1.0,0.1,"(0.8, 0.7)",128,150,0.01,512,0.3528529703617096
1,1,4,576,1.0,0.001,"(0.98, 0.9)",128,100,0.01,512,0.2524465322494507
1,1,4,1152,0.1,0.001,"(0.9, 0.8)",128,150,0.01,512,0.2523162961006165
1,1,4,576,0.1,0.1,"(0.8, 0.7)",128,100,0.01,512,0.25245487689971924
1,1,4,1152,1.0,0.0001,"(0.98, 0.9)",56,125,0.002,512,0.322212815284729
1,1,4,576,0.1,0.0001,"(0.98, 0.9)",56,150,0.002,512,0.3085382878780365
1,1,4,1152,1.0,0.1,"(0.98, 0.9)",56,100,0.002,512,0.3408317565917969
1,1,3,1152,1.0,0.001,"(0.9, 0.8)",128,100,0.01,512,0.3579020798206329
1,1,3,576,1.0,0.01,"(0.98, 0.9)",104,150,0.002,512,0.32726481556892395
1,1,4,1152,0.1,0.1,"(0.9, 0.8)",56,125,0.005,512,0.25237452983856196
1,1,2,1152,0.1,0.0001,"(0.8, 0.7)",128,150,0.005,512,0.35083314776420593
1,1,2,576,1.0,0.0001,"(0.98, 0.9)",56,125,0.002,1024,0.317534863948822
1,1,3,576,0.1,0.001,"(0.98, 0.9)",128,125,0.002,512,0.3509853780269623
1,1,3,576,1.0,0.0001,"(0.98, 0.9)",128,150,0.002,1024,0.31682974100112915
1,1,2,576,0.1,0.01,"(0.9, 0.8)",56,100,0.002,512,0.3440330922603607
1,1,2,576,0.1,0.1,"(0.8, 0.7)",104,125,0.002,512,0.34960076212883
1,1,4,1152,1.0,0.1,"(0.8, 0.7)",104,150,0.01,1024,0.2524184584617615
1,1,4,576,0.1,0.01,"(0.9, 0.8)",56,150,0.005,512,0.2545523047447205
1,1,3,576,1.0,0.1,"(0.9, 0.8)",104,125,0.005,1024,0.3105800747871399
1,1,2,576,1.0,0.001,"(0.98, 0.9)",56,100,0.01,512,0.35562488436698914
1,1,2,1152,1.0,0.001,"(0.8, 0.7)",104,100,0.01,512,0.3586806654930115
1,1,4,576,0.1,0.01,"(0.8, 0.7)",128,125,0.005,1024,0.2918340563774109
1,1,3,576,0.1,0.0001,"(0.98, 0.9)",104,125,0.01,512,0.3525468707084656
1,1,4,1152,0.1,0.0001,"(0.98, 0.9)",104,125,0.01,1024,0.252401739358902
1,1,3,576,0.1,0.01,"(0.98, 0.9)",104,125,0.01,1024,0.3191947042942047
1,1,3,576,0.1,0.01,"(0.98, 0.9)",104,100,0.002,512,0.3543826937675476
1,1,3,1152,0.1,0.1,"(0.9, 0.8)",56,125,0.005,512,0.2836614549160004
1,1,4,1152,1.0,0.01,"(0.98, 0.9)",104,100,0.005,512,0.25297656655311584
1,1,4,576,1.0,0.0001,"(0.9, 0.8)",104,100,0.005,1024,0.002284850925207138
1,1,4,576,0.1,0.1,"(0.9, 0.8)",128,150,0.005,1024,0.25254541635513306
1,1,2,1152,1.0,0.001,"(0.9, 0.8)",56,100,0.002,512,0.34651800990104675
1,1,3,1152,0.1,0.001,"(0.9, 0.8)",128,100,0.005,1024,0.32409098744392395
1,1,2,1152,1.0,0.001,"(0.98, 0.9)",104,125,0.01,512,0.3548315465450287
1,1,3,1152,0.1,0.0001,"(0.98, 0.9)",56,150,0.01,1024,0.3014068603515625
1,1,3,576,1.0,0.001,"(0.9, 0.8)",56,150,0.01,1024,0.3173764646053314
1,1,2,576,0.1,0.1,"(0.9, 0.8)",104,125,0.01,512,0.3567007780075073
1,1,2,576,1.0,0.0001,"(0.98, 0.9)",104,150,0.005,1024,0.3303053379058838
1,1,2,576,1.0,0.001,"(0.98, 0.9)",128,125,0.01,512,0.3551921844482422
1,1,2,1152,1.0,0.0001,"(0.9, 0.8)",128,100,0.01,1024,0.3486202955245972
1,1,3,576,0.1,0.1,"(0.8, 0.7)",56,100,0.005,1024,0.2846691906452179
1,1,3,576,0.1,0.0001,"(0.9, 0.8)",56,125,0.005,512,0.3540739119052887
1,1,3,576,0.1,0.1,"(0.8, 0.7)",56,125,0.005,1024,0.2895167171955109
1,1,3,576,0.1,0.01,"(0.9, 0.8)",128,100,0.005,512,0.3595528304576874
1,1,4,576,1.0,0.1,"(0.9, 0.8)",104,150,0.005,512,0.2524462342262268
1,1,4,1152,1.0,0.001,"(0.9, 0.8)",104,125,0.005,1024,0.25240471959114075
1,1,4,576,0.1,0.01,"(0.98, 0.9)",128,150,0.002,512,0.3128139972686768
1,1,2,1152,1.0,0.001,"(0.98, 0.9)",104,125,0.002,1024,0.3318187296390533
1,1,2,1152,1.0,0.01,"(0.9, 0.8)",128,150,0.005,512,0.35160765051841736
1,1,2,576,0.1,0.1,"(0.9, 0.8)",56,100,0.005,512,0.3553362786769867
1,1,2,1152,0.1,0.001,"(0.98, 0.9)",56,100,0.005,1024,0.002284850925207138
1,1,2,576,0.1,0.1,"(0.98, 0.9)",104,100,0.002,512,0.3510535657405853
1,1,3,576,1.0,0.001,"(0.8, 0.7)",56,150,0.01,512,0.3199717998504639
1,1,3,576,1.0,0.0001,"(0.98, 0.9)",104,100,0.01,512,0.3572982847690582
1,1,4,576,1.0,0.0001,"(0.98, 0.9)",128,100,0.005,1024,0.2540092468261719
1,1,2,576,1.0,0.1,"(0.9, 0.8)",56,150,0.005,512,0.34416747093200684
1,1,4,576,1.0,0.1,"(0.8, 0.7)",56,150,0.01,512,0.002301277592778206
1,1,4,576,1.0,0.01,"(0.9, 0.8)",128,100,0.01,512,0.25254327058792114
1,1,3,576,1.0,0.1,"(0.9, 0.8)",104,125,0.01,512,0.3549223244190216
1,1,3,1152,1.0,0.01,"(0.8, 0.7)",56,150,0.01,1024,0.2525455951690674
1,1,2,576,0.1,0.1,"(0.9, 0.8)",56,125,0.002,1024,0.3259337544441223
1,1,2,1152,1.0,0.1,"(0.8, 0.7)",56,125,0.005,512,0.0023059374652802944
1,1,2,576,0.1,0.1,"(0.98, 0.9)",128,150,0.002,1024,0.33032628893852234
1,1,4,576,1.0,0.001,"(0.98, 0.9)",128,125,0.002,512,0.3211517333984375
1,1,4,576,0.1,0.0001,"(0.9, 0.8)",56,125,0.01,1024,0.0022996878251433372
1,1,2,576,0.1,0.001,"(0.8, 0.7)",128,125,0.005,1024,0.3371956348419189
1,1,3,576,1.0,0.1,"(0.9, 0.8)",56,100,0.002,512,0.334789901971817
1,1,3,576,0.1,0.1,"(0.9, 0.8)",104,125,0.01,1024,0.2524018883705139
1,1,4,1152,1.0,0.1,"(0.98, 0.9)",56,125,0.005,512,0.2546326220035553
1,1,3,576,1.0,0.001,"(0.9, 0.8)",128,125,0.005,512,0.3514939844608307
1,1,2,1152,0.1,0.01,"(0.9, 0.8)",56,125,0.01,1024,0.3309983015060425
1,1,3,576,1.0,0.001,"(0.98, 0.9)",128,100,0.01,512,0.3575826585292816
1,1,2,1152,1.0,0.1,"(0.98, 0.9)",128,125,0.005,512,0.35187777876853943
1,1,2,1152,1.0,0.001,"(0.8, 0.7)",104,100,0.002,1024,0.333484947681427
1,1,3,1152,1.0,0.01,"(0.8, 0.7)",56,100,0.002,1024,0.3234092593193054
1,1,4,576,1.0,0.001,"(0.9, 0.8)",128,150,0.005,1024,0.2525451183319092
1,1,2,576,0.1,0.01,"(0.98, 0.9)",56,100,0.002,512,0.3461512625217438
1,1,4,576,0.1,0.1,"(0.9, 0.8)",128,125,0.002,512,0.3234473466873169
1,1,4,1152,1.0,0.1,"(0.9, 0.8)",104,100,0.002,1024,0.3110528588294983
1,1,3,1152,1.0,0.1,"(0.9, 0.8)",104,125,0.002,512,0.3509092330932617
1,1,3,1152,0.1,0.1,"(0.9, 0.8)",56,125,0.002,1024,0.30362391471862793
1,1,2,1152,0.1,0.0001,"(0.8, 0.7)",104,125,0.002,1024,0.33269238471984863
1,1,4,576,1.0,0.1,"(0.98, 0.9)",128,100,0.002,512,0.335021436214447
1,1,3,576,1.0,0.01,"(0.8, 0.7)",104,100,0.005,1024,0.3190412521362305
1,1,3,1152,1.0,0.1,"(0.8, 0.7)",128,125,0.005,512,0.2524026334285736
1,1,3,576,0.1,0.1,"(0.98, 0.9)",104,100,0.005,512,0.3589854836463928
1,1,4,1152,1.0,0.001,"(0.9, 0.8)",56,125,0.005,512,0.2525425851345062
1,1,4,1152,1.0,0.1,"(0.98, 0.9)",128,100,0.01,1024,0.2545011937618256
1,1,3,576,0.1,0.1,"(0.98, 0.9)",56,125,0.01,1024,0.32195812463760376
1,1,3,576,0.1,0.1,"(0.8, 0.7)",104,125,0.01,512,0.2524023354053497
1,1,3,1152,1.0,0.001,"(0.9, 0.8)",56,100,0.005,1024,0.3131604492664337
1,1,4,1152,1.0,0.001,"(0.9, 0.8)",104,100,0.005,512,0.2524748742580414
1,1,2,1152,0.1,0.001,"(0.98, 0.9)",128,150,0.01,1024,0.3332889974117279
1,1,4,576,0.1,0.1,"(0.8, 0.7)",128,150,0.002,512,0.32270586490631104
1,1,3,576,0.1,0.001,"(0.8, 0.7)",56,125,0.002,1024,0.3089044094085693
1,1,3,1152,0.1,0.01,"(0.8, 0.7)",56,125,0.005,512,0.2524023354053497
1,1,4,576,1.0,0.01,"(0.98, 0.9)",104,125,0.005,512,0.3503889441490173
1,1,2,576,0.1,0.01,"(0.8, 0.7)",128,150,0.005,1024,0.3327881395816803
1,1,4,1152,1.0,0.01,"(0.98, 0.9)",56,125,0.005,1024,0.252526730298996
1,1,4,576,0.1,0.0001,"(0.9, 0.8)",104,125,0.005,512,0.2525390982627869
1,1,4,1152,0.1,0.01,"(0.98, 0.9)",128,150,0.002,512,0.28953930735588074
1,1,2,1152,0.1,0.001,"(0.8, 0.7)",128,150,0.005,512,0.3506788909435272
1,1,2,1152,0.1,0.1,"(0.8, 0.7)",56,100,0.002,512,0.34724968671798706
1,1,3,576,1.0,0.01,"(0.8, 0.7)",104,125,0.01,1024,0.32730770111083984
1,1,3,576,1.0,0.01,"(0.98, 0.9)",56,100,0.01,512,0.35565879940986633
1,1,3,1152,0.1,0.0001,"(0.98, 0.9)",56,125,0.01,1024,0.2525245249271393
1,1,2,1152,0.1,0.1,"(0.8, 0.7)",128,150,0.002,1024,0.33281683921813965
1,1,2,576,0.1,0.1,"(0.9, 0.8)",56,125,0.002,512,0.3446003794670105
1,1,4,1152,1.0,0.01,"(0.9, 0.8)",56,100,0.002,512,0.2524466812610626
1,1,2,576,0.1,0.001,"(0.8, 0.7)",104,125,0.01,1024,0.3334531784057617
1,1,3,576,1.0,0.1,"(0.98, 0.9)",56,100,0.01,1024,0.3362163007259369
1,1,4,576,1.0,0.0001,"(0.8, 0.7)",128,150,0.005,512,0.2524465024471283
1,1,2,576,1.0,0.1,"(0.9, 0.8)",128,150,0.005,512,0.3505728840827942
1,1,4,1152,0.1,0.001,"(0.8, 0.7)",56,100,0.002,1024,0.2524912357330322
1,1,4,1152,0.1,0.001,"(0.98, 0.9)",128,150,0.01,512,0.25253430008888245
1,1,2,1152,0.1,0.001,"(0.98, 0.9)",56,125,0.002,1024,0.3050603568553925
1,1,4,576,1.0,0.01,"(0.9, 0.8)",104,125,0.005,1024,0.309527188539505
1,1,3,576,0.1,0.0001,"(0.8, 0.7)",128,150,0.002,1024,0.3134872913360596
1,1,2,1152,0.1,0.001,"(0.8, 0.7)",56,100,0.002,512,0.343365877866745
1,1,2,1152,1.0,0.1,"(0.9, 0.8)",104,100,0.01,512,0.3543196022510529
1,1,4,1152,1.0,0.01,"(0.9, 0.8)",128,125,0.002,1024,0.2524004876613617
1,1,2,576,0.1,0.001,"(0.8, 0.7)",56,150,0.002,1024,0.3268667757511139
1,1,3,1152,0.1,0.0001,"(0.8, 0.7)",56,100,0.002,512,0.2524466812610626
1,1,2,576,1.0,0.001,"(0.9, 0.8)",104,100,0.002,1024,0.33061400055885315
1,1,3,576,0.1,0.001,"(0.98, 0.9)",104,125,0.005,1024,0.34423333406448364
1,1,2,1152,0.1,0.01,"(0.8, 0.7)",56,125,0.01,1024,0.3315456509590149
1,1,4,576,1.0,0.01,"(0.8, 0.7)",56,125,0.01,1024,0.2524018883705139
1,1,4,1152,1.0,0.1,"(0.8, 0.7)",128,100,0.002,1024,0.2524926066398621
1,1,2,1152,1.0,0.0001,"(0.8, 0.7)",128,100,0.01,1024,0.3465113639831543
1,1,3,576,0.1,0.01,"(0.8, 0.7)",56,125,0.005,512,0.2525380253791809
1,1,3,1152,0.1,0.001,"(0.9, 0.8)",128,100,0.002,1024,0.3305704891681671
1,1,3,1152,0.1,0.1,"(0.9, 0.8)",128,125,0.005,512,0.3594098687171936
1,1,2,1152,1.0,0.1,"(0.8, 0.7)",104,150,0.01,512,0.34836870431900024
1,1,2,576,1.0,0.01,"(0.98, 0.9)",104,150,0.005,512,0.3493574559688568
1,1,3,576,1.0,0.1,"(0.9, 0.8)",104,125,0.005,1024,0.3312651813030243
1,1,3,576,1.0,0.001,"(0.8, 0.7)",128,100,0.005,1024,0.3272151350975037
1,1,2,1152,1.0,0.1,"(0.9, 0.8)",104,125,0.002,512,0.344222754240036
1,1,2,1152,0.1,0.001,"(0.8, 0.7)",104,125,0.005,512,0.3548706769943237
1,1,4,576,0.1,0.01,"(0.8, 0.7)",104,125,0.01,1024,0.2525182664394379
1,1,4,1152,1.0,0.01,"(0.9, 0.8)",56,100,0.005,1024,0.2524912357330322
1,1,3,1152,0.1,0.001,"(0.9, 0.8)",104,100,0.005,512,0.002301276894286275
1,1,4,1152,1.0,0.1,"(0.98, 0.9)",128,125,0.005,1024,0.2524018883705139
1,1,4,576,1.0,0.001,"(0.98, 0.9)",104,125,0.01,512,0.2544239163398743
1,1,4,1152,0.1,0.0001,"(0.9, 0.8)",128,125,0.01,1024,0.2525098919868469
1,1,3,1152,0.1,0.001,"(0.8, 0.7)",128,150,0.01,1024,0.3393159508705139
1,1,4,576,1.0,0.1,"(0.8, 0.7)",104,150,0.01,1024,0.002297247294336557
1,1,2,1152,1.0,0.001,"(0.98, 0.9)",104,125,0.01,512,0.3564830422401428
1,1,4,1152,0.1,0.01,"(0.98, 0.9)",128,100,0.005,512,0.25244852900505066
1,1,4,576,0.1,0.001,"(0.9, 0.8)",56,125,0.002,512,0.3188343942165375
1,1,2,1152,1.0,0.0001,"(0.98, 0.9)",128,150,0.002,512,0.3359022736549377
1,1,4,1152,0.1,0.1,"(0.8, 0.7)",128,150,0.005,1024,0.2525451183319092
1,1,3,576,1.0,0.1,"(0.9, 0.8)",128,100,0.002,512,0.3512436151504517
1,1,3,576,1.0,0.0001,"(0.98, 0.9)",56,150,0.01,512,0.3158690333366394
1,1,3,576,0.1,0.1,"(0.9, 0.8)",56,125,0.002,1024,0.3105870187282562
1,1,3,576,0.1,0.01,"(0.98, 0.9)",56,100,0.002,512,0.3505883514881134
1,1,3,576,1.0,0.0001,"(0.8, 0.7)",104,150,0.01,1024,0.3275098204612732
1,1,2,1152,0.1,0.001,"(0.9, 0.8)",104,100,0.01,512,0.36126941442489613
1,1,2,1152,0.1,0.001,"(0.9, 0.8)",56,100,0.002,512,0.3428896367549896
1,1,4,576,0.1,0.1,"(0.9, 0.8)",128,150,0.002,1024,0.298915296792984
1,1,3,576,1.0,0.001,"(0.8, 0.7)",104,125,0.002,512,0.343820184469223
1,1,4,1152,0.1,0.1,"(0.98, 0.9)",128,100,0.005,512,0.2525889575481415
1,1,3,576,1.0,0.0001,"(0.98, 0.9)",128,150,0.005,1024,0.3218593299388885
1,1,3,1152,1.0,0.001,"(0.8, 0.7)",128,125,0.01,1024,0.2527992129325867
1,1,3,1152,1.0,0.01,"(0.98, 0.9)",128,125,0.01,512,0.2524261176586151
1,1,3,1152,1.0,0.01,"(0.9, 0.8)",56,100,0.01,1024,0.2525535523891449
1,1,4,576,0.1,0.0001,"(0.9, 0.8)",56,100,0.01,1024,0.002284850925207138
1,1,2,1152,1.0,0.01,"(0.8, 0.7)",56,100,0.005,1024,0.34178730845451355
1,1,3,1152,1.0,0.01,"(0.9, 0.8)",128,100,0.005,512,0.3587358593940735
1,1,3,1152,0.1,0.001,"(0.9, 0.8)",128,150,0.005,512,0.25231727957725525
1,1,2,1152,1.0,0.001,"(0.98, 0.9)",56,150,0.01,512,0.3495522141456604
1,1,3,1152,1.0,0.0001,"(0.8, 0.7)",128,100,0.01,1024,0.2526069283485413
1,1,4,1152,1.0,0.001,"(0.98, 0.9)",104,150,0.002,512,0.3246881067752838
1,1,2,576,0.1,0.1,"(0.8, 0.7)",128,150,0.01,512,0.3517277240753174
1,1,2,1152,0.1,0.001,"(0.8, 0.7)",128,150,0.005,512,0.25618815422058105
1,1,4,1152,1.0,0.001,"(0.98, 0.9)",128,125,0.01,1024,0.2525492608547211
1,1,3,576,1.0,0.01,"(0.8, 0.7)",56,125,0.002,512,0.3343862295150757
1,1,3,1152,1.0,0.1,"(0.9, 0.8)",56,125,0.01,512,0.2524023354053497
1,1,4,576,1.0,0.1,"(0.8, 0.7)",128,125,0.01,1024,0.2524021863937378
