PANGAEA Sample ID,Mean_Date [YY/MM/DD hh:mm]*,Mean_Lat*,Mean_Long*,Mean_Depth [m]*,Mean_Temperature [deg C]*,Mean Depth MLD Sigma [m]*,Mean_Salinity [PSU]*,Mean_Oxygen [umol/kg]*,Mean_Nitrates[umol/L]*,NO2 [umol/L]**,PO4 [umol/L]**,NO2NO3 [umol/L]**,SI [umol/L]**,"AMODIS:PAR8d,Einsteins/m-2/d-1",Okubo-Weiss,Lyapunov_exp.,grad_SST_adv,retention,Mean Depth Max Fluo [m]*,Mean Depth Max N2 [m]*,Mean Depth Max O2 [m]*,Mean Depth Min O2 [m]*,Mean Depth Nitracline [m]*,miTAG.SILVA.Taxo.Richness,miTAG.SILVA.Phylo.Diversity,miTAG.SILVA.Chao,miTAG.SILVA.ace,miTAG.SILVA.Shannon,OG.Shannon,OG.Richness,OG.Evenness,FC - heterotrophs [cells/mL],FC - autotrophs [cells/mL],FC - bacteria [cells/mL],FC - picoeukaryotes [cells/mL],minimum generation time [h]
TARA_E500000331,11/23/09 12:40,39.41,19.38,51.7,15.2,29,38.5,229.5,NA,0.07,0.07,0.15,1.82,13.6,0.18,0.02,NA,1.25,54,38,33,374,NA,3128,472,4369,4195,6.73,7.13,15774,0.737,NA,NA,NA,NA,14
TARA_R100000900,7/15/10 12:26,-34.94,17.94,5.4,15.0,90,35.3,238.9,2.5,0.30,0.34,3.34,2.74,14.3,0.01,0.05,NA,0.00,22,104,29,433,106,NA,NA,NA,NA,NA,NA,NA,NA,564191,32703,596894,15397,NA
TARA_B000000475,7/15/10 12:26,-34.94,17.94,5.4,15.0,90,35.3,238.9,2.5,0.30,0.34,3.34,2.74,14.3,0.01,0.05,NA,0.00,22,104,29,433,106,2866,417,3801,3672,6.65,7.13,13082,0.752,564191,32703,596894,15397,11
TARA_R100000908,7/15/10 16:32,-34.89,18.07,28.6,15.0,90,35.3,240.4,NA,0.26,0.37,3.23,2.47,13.1,0.01,0.05,NA,0.00,22,104,29,433,106,NA,NA,NA,NA,NA,NA,NA,NA,526353,36479,562832,12356,NA
TARA_B000000477,7/15/10 16:32,-34.89,18.07,28.6,15.0,90,35.3,240.4,NA,0.26,0.37,3.23,2.47,13.1,0.01,0.05,NA,0.00,22,104,29,433,106,2942,432,3902,3806,6.66,7.14,14522,0.745,526353,36479,562832,12356,11
TARA_Y100000296,3/16/10 10:05,19.01,64.57,337.7,15.0,11,36.0,2.4,22.4,0.69,2.64,23.43,38.94,47.7,0.01,0.07,0.16,1.08,32,108,32,487,123,NA,NA,NA,NA,NA,NA,NA,NA,609896,0,609896,0,NA
TARA_Y100000294,3/16/10 10:05,19.01,64.57,337.7,15.0,11,36.0,2.4,22.4,0.69,2.64,23.43,38.94,47.7,0.01,0.07,0.16,1.08,32,108,32,487,123,2840,476,4587,4553,5.77,7.18,16980,0.738,609896,0,609896,0,46
TARA_B100001175,3/20/12 12:20,43.79,-16.89,23.9,14.3,168,36.0,239.4,3.8,0.32,0.17,2.26,1.26,24.8,0.00,0.11,NA,2.83,37,522,29,672,576,3303,484,4734,4525,6.87,7.18,15780,0.743,611238,77339,688577,6069,10
TARA_B100001173,3/19/12 10:42,43.69,-16.85,5.4,14.3,168,36.0,243.1,3.0,0.31,0.16,2.16,1.24,23.8,0.00,0.11,NA,2.83,37,522,29,672,576,3084,460,4331,4177,6.82,7.18,14843,0.748,555269,104028,659297,7551,11
TARA_B100001142,2/2/12 12:02,39.23,-70.03,5.5,14.1,89,35.2,233.9,3.5,0.11,0.35,4.38,2.77,NA,-0.16,0.05,NA,17.22,19,109,695,198,191,3373,483,4571,4398,6.76,7.16,14527,0.747,374730,22789,397520,7749,10
TARA_B100001094,10/19/11 2:53,35.42,-127.69,47.2,13.2,10,33.2,227.7,4.8,0.08,0.46,1.30,2.84,NA,-0.16,0.03,NA,40.67,42,38,29,635,79,3369,501,4939,4774,6.87,7.14,17038,0.733,803786,96011,899797,9392,12
TARA_B100000959,4/16/11 16:09,-12.93,-96.12,175.3,13.0,35,34.8,0.7,21.1,0.03,2.68,23.90,19.60,43.1,-0.02,0.05,0.34,8.97,61,51,52,239,146,3172,505,4805,4686,6.68,7.23,17448,0.740,305319,0,305319,0,26
TARA_R100000951,9/7/10 6:35,-32.23,17.71,5.5,12.8,12,34.8,249.4,0.4,0.17,1.02,7.09,13.88,37.7,0.04,0.14,NA,1.11,10,25,56,101,37,NA,NA,NA,NA,NA,NA,NA,NA,1840174,113647,1953821,46597,NA
TARA_Y100000389,9/7/10 6:35,-32.23,17.71,5.5,12.8,12,34.8,249.4,0.4,0.17,1.02,7.09,13.88,37.7,0.04,0.14,NA,1.11,10,25,56,101,37,NA,NA,NA,NA,NA,NA,NA,NA,1840174,113647,1953821,46597,NA
TARA_B100000497,9/7/10 6:35,-32.23,17.71,5.5,12.8,12,34.8,249.4,0.4,0.17,1.02,7.09,13.88,37.7,0.04,0.14,NA,1.11,10,25,56,101,37,3445,490,4879,4765,6.92,7.23,14423,0.755,1840174,113647,1953821,46597,13
TARA_Y100000385,9/7/10 6:35,-32.23,17.71,5.5,12.8,12,34.8,249.4,0.4,0.17,1.02,7.09,13.88,37.7,0.04,0.14,NA,1.11,10,25,56,101,37,NA,NA,NA,NA,NA,NA,NA,NA,1840174,113647,1953821,46597,NA
TARA_Y100000310,3/13/10 10:55,20.83,63.61,595.1,12.1,7,35.7,1.6,31.8,0.07,2.91,30.52,54.48,40.3,NA,NA,NA,NA,29,22,28,568,100,NA,NA,NA,NA,NA,NA,NA,NA,174925,0,174925,0,NA
TARA_B100000315,3/13/10 10:55,20.83,63.61,595.1,12.1,7,35.7,1.6,31.8,0.07,2.91,30.52,54.48,40.3,NA,NA,NA,NA,29,22,28,568,100,3128,518,5107,5011,5.59,7.21,16833,0.741,174925,0,174925,0,41
TARA_B100000929,5/13/11 19:44,2.07,-84.54,376.4,11.3,9,34.8,2.5,33.9,0.02,2.58,35.30,36.30,51.7,0.01,0.02,2.22,11.36,28,42,28,380,61,3372,531,4999,4927,6.83,7.29,18992,0.740,137487,0,137487,0,18
TARA_B100001167,2/16/12 14:53,34.63,-71.26,633.3,11.0,187,35.4,138.1,21.8,0.00,1.31,20.03,13.24,NA,-2.38,0.08,NA,83.42,46,204,297,610,395,3683,564,6301,6258,6.74,7.15,18701,0.727,78074,0,78074,0,21
TARA_B100000586,6/1/11 18:24,-16.96,-100.66,347.1,10.9,67,34.7,3.2,30.4,0.01,2.73,34.61,26.00,34.4,-0.05,0.00,1.04,69.36,83,80,29,301,248,3033,489,4823,4702,6.67,7.14,17558,0.731,65052,0,65052,0,18
TARA_B100001765,3/1/12 20:06,34.10,-49.78,734.3,10.6,113,35.4,155.2,21.3,0.01,1.36,21.11,11.38,15.2,0.21,0.05,NA,0.00,30,162,29,755,732,3643,555,6109,6074,6.78,7.16,19185,0.726,74179,0,74179,0,24
TARA_B100001079,5/22/11 17:56,-1.87,-84.62,376.9,10.3,22,34.8,1.3,34.6,0.00,2.80,38.10,35.00,46.5,0.02,0.00,0.43,7.03,41,81,29,347,253,4046,599,5912,5609,7.18,7.22,19565,0.731,85282,0,85282,0,18
TARA_B100001179,3/19/12 16:14,43.74,-16.88,791.8,10.2,168,35.5,175.3,18.2,0.01,1.12,18.03,10.38,25.1,0.00,0.11,NA,2.83,37,522,29,672,576,3626,555,6000,6009,6.77,7.21,19541,0.730,83945,0,83945,0,21
TARA_B100002049,1/10/12 16:43,25.63,-88.44,634.8,9.8,142,35.2,108.2,31.9,0.00,1.22,20.25,8.62,NA,-3.49,0.06,NA,43.44,50,151,244,485,271,3709,568,5980,5859,6.84,7.33,20525,0.738,145742,0,145742,0,20
TARA_B100000953,4/22/11 14:16,-5.27,-85.22,475.6,9.2,18,34.7,4.4,40.0,0.01,2.85,39.20,40.60,44.4,0.00,0.04,1.80,3.75,37,36,29,353,41,3108,491,4723,4643,6.68,7.19,17457,0.736,162019,0,162019,0,27
TARA_B100001971,12/3/11 16:31,14.17,-116.66,371.0,8.9,17,34.6,0.6,35.7,0.01,2.95,34.55,46.62,40.5,0.05,0.03,NA,2.67,40,38,29,364,46,3902,632,6924,6801,6.25,7.26,20606,0.731,132720,0,132720,0,32
TARA_B000000460,7/12/10 10:31,-35.23,26.33,842.2,8.4,47,34.7,198.0,NA,NA,NA,NA,NA,10.4,1.83,0.11,0.73,1.08,26,89,416,675,NA,3725,585,6265,6195,6.79,7.21,19527,0.729,43105,0,43105,0,26
TARA_B100002003,12/11/11 22:51,6.37,-103.07,444.9,8.2,24,34.6,0.8,36.9,0.01,3.16,36.22,52.92,33.7,-0.11,0.04,NA,1.61,50,48,28,347,55,3860,602,6404,6338,6.28,7.30,20553,0.735,130743,0,130743,0,36
TARA_B100001013,4/4/11 17:28,-25.82,-111.74,481.1,8.1,53,34.4,155.6,24.6,0.00,2.02,27.29,12.05,45.0,-0.03,0.03,0.36,61.78,176,73,93,484,360,3103,499,4912,4842,6.54,7.10,17162,0.728,54704,0,54704,0,21
TARA_B100000408,7/7/10 13:29,-29.51,37.94,990.8,7.7,71,34.6,193.0,NA,0.00,1.12,15.24,5.89,14.6,0.52,0.08,1.50,1.28,52,161,609,562,424,3640,572,6277,6068,6.79,7.18,19651,0.726,39746,0,39746,0,24
TARA_B100000768,12/6/10 10:25,-47.18,-58.30,5.5,7.3,29,34.0,305.0,17.1,0.15,1.30,18.15,1.82,27.5,-0.01,0.05,1.01,2.92,45,62,60,556,63,2667,377,3890,3745,6.36,7.21,12924,0.761,10639,0,10639,0,10
TARA_Y100001951,7/27/11 23:48,-8.99,-139.23,594.6,7.2,71,34.6,38.1,42.5,0.02,2.43,34.63,22.49,40.5,0.00,0.02,NA,8.42,99,107,29,232,203,NA,NA,NA,NA,NA,NA,NA,NA,89468,0,89468,0,NA
TARA_Y100001949,7/27/11 23:48,-8.99,-139.23,594.6,7.2,71,34.6,38.1,42.5,0.02,2.43,34.63,22.49,40.5,0.00,0.02,NA,8.42,99,107,29,232,203,NA,NA,NA,NA,NA,NA,NA,NA,89468,0,89468,0,NA
TARA_B100000678,7/27/11 23:48,-8.99,-139.23,594.6,7.2,71,34.6,38.1,42.5,0.02,2.43,34.63,22.49,40.5,0.00,0.02,NA,8.42,99,107,29,232,203,4285,630,6483,6292,7.13,7.27,21889,0.727,89468,0,89468,0,23
TARA_Y100001947,7/27/11 23:48,-8.99,-139.23,594.6,7.2,71,34.6,38.1,42.5,0.02,2.43,34.63,22.49,40.5,0.00,0.02,NA,8.42,99,107,29,232,203,NA,NA,NA,NA,NA,NA,NA,NA,89468,0,89468,0,NA
TARA_B100000470,9/13/10 14:13,-31.04,4.64,722.7,7.0,187,34.5,195.2,25.8,0.00,1.53,22.08,12.08,31.3,-0.25,0.04,0.22,31.83,37,200,56,772,450,3396,545,5526,5352,6.92,7.15,17660,0.731,60123,0,60123,0,22
TARA_Y100000758,9/13/10 14:13,-31.04,4.64,722.7,7.0,187,34.5,195.2,25.8,0.00,1.53,22.08,12.08,31.3,-0.25,0.04,0.22,31.83,37,200,56,772,450,NA,NA,NA,NA,NA,NA,NA,NA,60123,0,60123,0,NA
TARA_R100000544,12/6/10 16:37,-47.21,-58.06,41.8,7.0,29,34.1,306.2,17.1,0.14,1.42,19.07,3.08,29.5,-0.01,0.05,1.01,2.92,45,62,60,556,63,NA,NA,NA,NA,NA,NA,NA,NA,445364,0,445364,7963,NA
TARA_B100000767,12/6/10 16:37,-47.21,-58.06,41.8,7.0,29,34.1,306.2,17.1,0.14,1.42,19.07,3.08,29.5,-0.01,0.05,1.01,2.92,45,62,60,556,63,2696,383,3778,3681,6.44,7.18,12940,0.759,445364,0,445364,7963,8
TARA_B100001245,10/5/11 21:53,31.53,-159.02,545.5,6.7,41,34.0,138.7,29.1,0.00,1.22,17.49,22.34,NA,0.03,0.06,NA,1.39,113,52,54,456,276,3656,582,6357,6237,6.83,7.21,19674,0.729,NA,NA,NA,NA,18
TARA_B100000378,6/26/10 7:12,-15.34,43.29,989.6,6.2,80,34.8,88.2,NA,NA,NA,NA,NA,37.6,NA,NA,NA,NA,86,88,32,994,NA,4209,624,6418,6273,6.93,7.37,20380,0.743,29861,0,29861,0,26
TARA_B100000745,11/5/10 12:33,-30.15,-43.29,792.7,5.9,34,34.4,214.8,29.8,0.00,1.95,28.21,13.93,NA,-0.04,0.08,1.91,14.53,113,41,317,409,436,4478,677,7168,7220,6.91,7.17,20751,0.721,220787,0,220787,0,34
TARA_Y100001001,11/5/10 12:33,-30.15,-43.29,792.7,5.9,34,34.4,214.8,29.8,0.00,1.95,28.21,13.93,NA,-0.04,0.08,1.91,14.53,113,41,317,409,436,NA,NA,NA,NA,NA,NA,NA,NA,220787,0,220787,0,NA
TARA_B100000949,6/15/11 22:14,-23.20,-129.64,689.3,5.8,131,34.3,199.2,29.2,0.01,2.15,31.46,20.60,24.5,-0.06,0.03,0.44,17.22,159,155,162,532,431,4077,617,6788,6741,6.72,7.31,20948,0.734,49879,0,49879,0,18
TARA_B100001146,2/2/12 20:29,39.19,-70.08,585.7,5.1,89,35.0,230.2,19.9,0.01,1.47,21.50,13.73,NA,-0.16,0.05,NA,17.22,19,109,695,198,191,4021,618,6973,6923,6.88,7.20,19418,0.729,54937,0,54937,0,26
TARA_B100001105,10/19/11 21:20,35.31,-127.74,644.6,4.9,10,34.3,8.6,44.1,0.00,3.29,44.24,113.32,NA,-0.16,0.03,NA,40.67,42,38,29,635,79,4239,650,7460,7460,6.98,7.17,21208,0.720,NA,NA,NA,NA,25
TARA_B100000749,10/17/10 11:01,-20.95,-35.22,792.8,4.7,34,34.4,192.2,34.6,0.00,0.94,12.08,4.39,NA,0.01,0.02,0.70,3.53,129,154,53,395,395,4037,606,6449,6385,6.89,7.29,21378,0.731,70300,0,70300,0,38
TARA_Y100000815,10/17/10 11:01,-20.95,-35.22,792.8,4.7,34,34.4,192.2,34.6,0.00,0.94,12.08,4.39,NA,0.01,0.02,0.70,3.53,129,154,53,395,395,NA,NA,NA,NA,NA,NA,NA,NA,70300,0,70300,0,NA
TARA_R100001086,10/6/10 9:59,-8.80,-17.91,792.7,4.7,75,34.5,143.2,38.4,0.01,2.62,36.98,34.44,35.9,0.04,0.02,1.02,0.00,97,98,29,270,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TARA_B100000508,10/6/10 9:59,-8.80,-17.91,792.7,4.7,75,34.5,143.2,38.4,0.01,2.62,36.98,34.44,35.9,0.04,0.02,1.02,0.00,97,98,29,270,132,4548,667,6969,6848,7.03,7.29,21508,0.731,NA,NA,NA,NA,14
TARA_R100001039,9/22/10 10:38,-20.37,-3.22,791.6,4.2,147,34.4,161.7,37.8,0.01,2.52,36.73,44.86,48.8,0.00,0.04,1.33,10.81,54,154,29,239,158,NA,NA,NA,NA,NA,NA,NA,NA,33173,0,33173,0,NA
TARA_Y100000782,9/22/10 10:38,-20.37,-3.22,791.6,4.2,147,34.4,161.7,37.8,0.01,2.52,36.73,44.86,48.8,0.00,0.04,1.33,10.81,54,154,29,239,158,NA,NA,NA,NA,NA,NA,NA,NA,33173,0,33173,0,NA
TARA_B100000446,9/22/10 10:38,-20.37,-3.22,791.6,4.2,147,34.4,161.7,37.8,0.01,2.52,36.73,44.86,48.8,0.00,0.04,1.33,10.81,54,154,29,239,158,3208,508,5062,4886,6.18,7.37,19397,0.747,33173,0,33173,0,11
TARA_Y100000780,9/22/10 10:38,-20.37,-3.22,791.6,4.2,147,34.4,161.7,37.8,0.01,2.52,36.73,44.86,48.8,0.00,0.04,1.33,10.81,54,154,29,239,158,NA,NA,NA,NA,NA,NA,NA,NA,33173,0,33173,0,NA
TARA_B100000780,1/3/11 11:10,-60.23,-60.65,5.9,1.8,42,33.7,338.3,24.4,0.27,1.72,25.30,16.55,36.2,0.16,0.32,0.76,1.83,69,88,55,519,91,2030,297,2876,2792,6.16,7.20,12175,0.766,265149,0,265149,1506,9
TARA_B100000787,1/6/11 10:26,-62.03,-49.54,5.9,0.7,38,34.4,343.4,27.5,0.11,2.11,28.50,79.52,32.4,0.00,0.00,0.22,3.08,49,51,31,427,275,1645,249,2355,2344,5.81,7.15,10111,0.776,411065,0,411065,0,8
TARA_B100000809,1/7/11 11:25,-61.98,-49.45,783.8,0.5,38,34.7,203.8,38.8,0.02,2.61,36.37,83.35,34.2,0.00,0.00,0.22,3.08,49,51,31,427,275,3682,578,6143,6126,6.90,7.15,17413,0.732,17963,0,17963,0,17
TARA_R100001377,1/6/11 20:36,-62.24,-49.18,87.4,-0.8,38,34.3,325.4,33.1,0.06,2.31,31.00,81.82,38.3,0.00,0.00,0.22,3.08,49,51,31,427,275,NA,NA,NA,NA,NA,NA,NA,NA,202364,0,202364,787,NA
TARA_B100000795,1/6/11 20:36,-62.24,-49.18,87.4,-0.8,38,34.3,325.4,33.1,0.06,2.31,31.00,81.82,38.3,0.00,0.00,0.22,3.08,49,51,31,427,275,1823,284,2654,2594,5.87,7.15,10090,0.776,202364,0,202364,787,10
*values indicate mean values based on CTD casts that matched closest in location and depth of the actual sampling locations (table S1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"** note that some values are equal or below the detection limit of 0,02umol/L and should be interpretated as <=0,02umol/L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
